ID,Title,Author,Publication Date,Language,LoC Class,Subjects,Link
14033,"Plutarch's Lives, Volume 1 (of 4) by Plutarch (31)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/14033
38488,Folk-Tales of Bengal by Lal Behari Day (31),"Day, Lal Behari, 1826-1894","Jan 3, 2012",English,"GR: Geography, Anthropology, Recreation: Folklore","Tales -- India -- Bengal, Bengali (South Asian people) -- Folklore",https://www.gutenberg.org/ebooks/38488
46480,Magic and Religion by Andrew Lang (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/46480
24950,Bradford's History of 'Plimoth Plantation' by William Bradford (31),"Bradford, William, 1590-1657","Mar 29, 2008",English,F001: United States local history: New England,"Massachusetts -- History -- Colonial period, ca. 1600-1775",https://www.gutenberg.org/ebooks/24950
9070,The Imaginary Invalid by Molière (31),"Molière, 1622-1673","Oct 1, 2005",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Comedies, Hypochondria -- Drama, Molière, 1622-1673 -- Translations into English",https://www.gutenberg.org/ebooks/9070
10031,The Complete Poetical Works of Edgar Allan Poe by Edgar Allan Poe (31),"Poe, Edgar Allan, 1809-1849","Nov 1, 2003",English,PS: Language and Literatures: American and Canadian literature,"Fantasy poetry, American",https://www.gutenberg.org/ebooks/10031
4352,Laughter: An Essay on the Meaning of the Comic by Henri Bergson (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/4352
558,The Thirty-Nine Steps by John Buchan (31),"Buchan, John, 1875-1940","Jun 1, 1996",English,PR: Language and Literatures: English literature,"World War, 1914-1918 -- Fiction, Spy stories, Hannay, Richard (Fictitious character) -- Fiction, Intelligence service -- Great Britain -- Fiction",https://www.gutenberg.org/ebooks/558
708,The Princess and the Goblin by George MacDonald (31),"MacDonald, George, 1824-1905","Nov 1, 1996",English,PZ: Language and Literatures: Juvenile belles lettres,"Fantasy literature, Fairy tales, Children's stories, Goblins -- Juvenile fiction, Princesses -- Juvenile fiction",https://www.gutenberg.org/ebooks/708
710,"Love of Life, and Other Stories by Jack London (31)","London, Jack, 1876-1916","Nov 1, 1996",English,PS: Language and Literatures: American and Canadian literature,"Fiction, Short stories, Western stories, Adventure stories, American",https://www.gutenberg.org/ebooks/710
10148,The Merry Adventures of Robin Hood by Howard Pyle (31),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/10148
23082,The Consolation of Philosophy by Boethius (30),"Boethius, 480-525?","Oct 1, 2007",English,"B: Philosophy, Psychology, Religion","Philosophy and religion, Happiness",https://www.gutenberg.org/ebooks/23082
41907,Demian: Die Geschichte von Emil Sinclairs Jugend by Hermann Hesse (30),"Hesse, Hermann, 1877-1962","Jan 24, 2013",German,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures","Bildungsromans, Young men -- Germany -- Fiction, Germany -- Social conditions -- 1918-1933 -- Fiction",https://www.gutenberg.org/ebooks/41907
10136,The Book of Household Management by Mrs.  Beeton (30),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/10136
47074,"Mimi Bluette, fiore del mio giardino: romanzo by Guido da Verona (30)","Verona, Guido da, 1881-1939","Oct 7, 2014",Italian,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese",Italian fiction,https://www.gutenberg.org/ebooks/47074
42988,Nursing as Caring: A Model for Transforming Practice by Anne Boykin and Savina O'Bryan Schoenhofer (30),"Boykin, Anne","Jun 20, 2013",English,RT: Medicine: Nursing,"Nursing -- Philosophy, Caring, Empathy, Nursing models",https://www.gutenberg.org/ebooks/42988
71753,College girls by Abbe Carter Goodloe (30),"Goodloe, Abbe Carter, 1874-1960","Sep 29, 2023",English,PS: Language and Literatures: American and Canadian literature,"Women college students -- Fiction, College stories",https://www.gutenberg.org/ebooks/71753
61543,Psychologische Typen by C. G.  Jung (30),"Jung, C. G. (Carl Gustav), 1875-1961","Mar 1, 2020",German,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis","Psychoanalysis, Personality, Typology (Psychology)",https://www.gutenberg.org/ebooks/61543
119,A Tramp Abroad by Mark Twain (30),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/119
32596,The Revolt of the Angels by Anatole France (30),"France, Anatole, 1844-1924","May 30, 2010",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","French fiction -- Translations into English, Angels -- Fiction, French wit and humor -- Translations into English",https://www.gutenberg.org/ebooks/32596
62940,Mrs. Spring Fragrance by Sui Sin Far (30),"Sui Sin Far, 1865-1914","Aug 16, 2020",English,PS: Language and Literatures: American and Canadian literature,"Short stories, Chinese Americans -- Fiction, Chinatowns -- Pacific States -- Fiction",https://www.gutenberg.org/ebooks/62940
42078,The Letters of Jane Austen by Jane Austen (30),"Austen, Jane, 1775-1817","Feb 12, 2013",English,PR: Language and Literatures: English literature,"Novelists, English -- 19th century -- Correspondence, Austen, Jane, 1775-1817 -- Correspondence, Austen, Cassandra, 1773-1845",https://www.gutenberg.org/ebooks/42078
4320,An Enquiry Concerning the Principles of Morals by David Hume (30),"Hume, David, 1711-1776","Aug 1, 2003",English,"BJ: Philosophy, Psychology, Religion: Ethics, Social usages, Etiquette, Religion","Ethics, Conduct of life",https://www.gutenberg.org/ebooks/4320
45368,The Outline of History: Being a Plain History of Life and Mankind by H. G.  Wells (30),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/45368
389,The Great God Pan by Arthur Machen (30),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/389
47430,"Fanny Campbell, The Female Pirate Captain: A Tale of The Revolution by Maturin M.  Ballou (30)","Ballou, Maturin M. (Maturin Murray), 1820-1895","Nov 22, 2014",English,PS: Language and Literatures: American and Canadian literature,"Sea stories, War stories, United States -- History -- Revolution, 1775-1783 -- Fiction, Women pirates -- Fiction",https://www.gutenberg.org/ebooks/47430
3435,The Book of the Thousand Nights and a Night — Volume 01 (30),Unknown,"Sep 1, 2002",English,PJ: Language and Literatures: Oriental languages and literatures,"Fairy tales, Tales -- Arab countries",https://www.gutenberg.org/ebooks/3435
1564,Boswell's Life of Johnson by James Boswell (30),"Boswell, James, 1740-1795","May 12, 2006",English,CT: History: Biography,"Johnson, Samuel, 1709-1784, Authors, English -- 18th century -- Biography, Lexicographers -- Great Britain -- Biography, Critics -- Great Britain -- Biography",https://www.gutenberg.org/ebooks/1564
785,On the Nature of Things by Titus Lucretius Carus (30),"Lucretius Carus, Titus, 94? BCE-49? BCE","Jan 1, 1997",English,PA: Language and Literatures: Classical Languages and Literature,"Didactic poetry, Latin -- Translations into English, Philosophy, Ancient -- Poetry",https://www.gutenberg.org/ebooks/785
14726,The Elder Eddas of Saemund Sigfusson; and the Younger Eddas of Snorre Sturleson by Sæmundur fróði (30),"Sæmundur fróði, 1056-1133","Jan 18, 2005",English,"PT: Language and Literatures: Germanic, Scandinavian, and Icelandic literatures","Mythology, Norse, Scalds and scaldic poetry",https://www.gutenberg.org/ebooks/14726
217,Sons and Lovers by D. H.  Lawrence (30),"Lawrence, D. H. (David Herbert), 1885-1930","Jan 16, 2006",English,PR: Language and Literatures: English literature,"Autobiographical fiction, England -- Fiction, Domestic fiction, Bildungsromans, Young men -- Fiction, Working class families -- Fiction",https://www.gutenberg.org/ebooks/217
5946,"The History of Don Quixote, Volume 2, Complete by Miguel de Cervantes Saavedra (30)","Cervantes Saavedra, Miguel de, 1547-1616","Jun 1, 2004",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Spain -- Social life and customs -- 16th century -- Fiction, Knights and knighthood -- Spain -- Fiction, Picaresque literature, Romances",https://www.gutenberg.org/ebooks/5946
5307,The Letters of Wolfgang Amadeus Mozart — Volume 01 by Wolfgang Amadeus Mozart (30),"Mozart, Wolfgang Amadeus, 1756-1791","Mar 1, 2004",English,ML: Music: Literature of music,"Composers -- Austria -- Correspondence, Mozart, Wolfgang Amadeus, 1756-1791 -- Correspondence",https://www.gutenberg.org/ebooks/5307
39762,Etymologisches Wörterbuch der deutschen Seemannssprache by Gustav Goedel (30),"Goedel, Gustav, 1847-1918","May 22, 2012",German,PF: Language and Literatures: West Germanic,"Sailors -- Germany -- Language -- Dictionaries, Naval art and science -- Dictionaries -- German, Seafaring life -- Dictionaries -- German",https://www.gutenberg.org/ebooks/39762
10135,"The Great English Short-Story Writers, Volume 1 (30)",Unknown,"Nov 1, 2003",English,"PN: Language and Literatures: Literature: General, Criticism, Collections",Short stories,https://www.gutenberg.org/ebooks/10135
44747,The Red and the Black: A Chronicle of 1830 by Stendhal (30),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/44747
37970,Contemporary One-Act Plays (29),Unknown,"Nov 10, 2011",English,"PN: Language and Literatures: Literature: General, Criticism, Collections","One-act plays, Drama -- Collections",https://www.gutenberg.org/ebooks/37970
28782,"Legend Land, Volume 1 & 2 by G. Basil  Barham (29)","Barham, G. Basil (George Basil)","May 1, 2009",English,"GR: Geography, Anthropology, Recreation: Folklore","Folklore -- England, Tales -- England, Folk literature, English",https://www.gutenberg.org/ebooks/28782
25420,The Early History of the Airplane by Orville Wright and Wilbur Wright (29),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/25420
72211,"Through the first Antarctic night, 1898-1899 : by Frederick Albert Cook (29)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/72211
2131,An Account of Egypt by Herodotus (29),"Herodotus, 480? BCE-420? BCE","Feb 26, 2006",English,D: History: General and Eastern Hemisphere,Egypt -- History -- To 332 B.C.,https://www.gutenberg.org/ebooks/2131
27238,Woodworking Tools 1600-1900 by Peter C. Welsh (29),"Welsh, Peter C.","Nov 12, 2008",English,Q: Science,Woodworking tools -- History,https://www.gutenberg.org/ebooks/27238
1293,Sesame and Lilies by John Ruskin (29),"Ruskin, John, 1819-1900","Apr 1, 1998",English,PR: Language and Literatures: English literature,"Conduct of life, Social problems, Women, Books and reading -- Great Britain",https://www.gutenberg.org/ebooks/1293
6408,Letters of Anton Chekhov to His Family and Friends by Anton Pavlovich Chekhov (29),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/6408
46681,A History of Norwegian Immigration to the United States by George T.  Flom (29),"Flom, George T. (George Tobias), 1871-1960","Aug 25, 2014",English,E151: History: America: United States,Norwegians -- United States,https://www.gutenberg.org/ebooks/46681
49947,The Alhambra by Washington Irving (29),"Irving, Washington, 1783-1859","Sep 12, 2015",English,"DP: History: General and Eastern Hemisphere: Spain, Portugal","Spain -- Social life and customs, Spain -- Social life and customs -- Fiction, Alhambra (Granada, Spain), Irving, Washington, 1783-1859 -- Travel -- Spain, Alhambra (Granada, Spain) -- Fiction, Palaces -- Spain -- Granada, Palaces -- Spain -- Granada -- Fiction",https://www.gutenberg.org/ebooks/49947
72251,Egalité des hommes et des femmes : by Marie Le Jars de Gournay (29),"Gournay, Marie Le Jars de, 1565-1645","Nov 28, 2023",French,"HQ: Social sciences: The family, Marriage, Sex and Gender","Women's rights -- Early works to 1800, Equality -- Early works to 1800",https://www.gutenberg.org/ebooks/72251
52200,金瓶梅 by Xiaoxiaosheng (29),Xiaoxiaosheng,"May 31, 2016",Chinese,"PL: Language and Literatures: Languages and literatures of Eastern Asia, Africa, Oceania","Domestic fiction, Chinese fiction -- Ming dynasty, 1368-1644, China -- Social life and customs -- 960-1644 -- Fiction",https://www.gutenberg.org/ebooks/52200
28513,The Wonders of the Invisible World by Cotton Mather and Increase Mather (29),"Mather, Cotton, 1663-1728","Apr 6, 2009",English,"BF: Philosophy, Psychology, Religion: Psychology, Philosophy, Psychoanalysis",Witchcraft -- New England -- Early works to 1800,https://www.gutenberg.org/ebooks/28513
29827,"The Life and Amours of the Beautiful, Gay and Dashing Kate Percival by Kate Percival (29)","Percival, Kate","Aug 28, 2009",English,PS: Language and Literatures: American and Canadian literature,"Prostitutes -- Fiction, Erotic literature, American",https://www.gutenberg.org/ebooks/29827
8914,"England, My England by D. H.  Lawrence (29)",Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/8914
65688,The Everlasting Man by G. K.  Chesterton (29),"Chesterton, G. K. (Gilbert Keith), 1874-1936","Jun 24, 2021",English,"BL: Philosophy, Psychology, Religion: Religion: General, Miscellaneous and Atheism","Religion, Christianity and other religions, Catholic Church -- Apologetic works",https://www.gutenberg.org/ebooks/65688
25564,The Water-Babies: A Fairy Tale for a Land-Baby by Charles Kingsley (29),"Kingsley, Charles, 1819-1875","May 23, 2008",English,PZ: Language and Literatures: Juvenile belles lettres,"Chimney sweeps -- Juvenile fiction, Fairy tales -- England",https://www.gutenberg.org/ebooks/25564
52915,The Will to Power: An Attempted Transvaluation of All Values. Book III and IV by Nietzsche (29),Unknown,Unknown,Unknown,Unknown,,https://www.gutenberg.org/ebooks/52915
1268,The Mysterious Island by Jules Verne (29),"Verne, Jules, 1828-1905","Apr 1, 1998",English,"PQ: Language and Literatures: Romance literatures: French, Italian, Spanish, Portuguese","Science fiction, Adventure stories, Castaways -- Fiction, Islands of the Pacific -- Fiction",https://www.gutenberg.org/ebooks/1268
8486,Ghost Stories of an Antiquary by M. R.  James (29),"James, M. R. (Montague Rhodes), 1862-1936","Jul 1, 2005",English,PR: Language and Literatures: English literature,"Horror tales, English, Short stories, English, Ghost stories, English",https://www.gutenberg.org/ebooks/8486
2017,"Dhammapada, a Collection of Verses; Being One of the Canonical Books of the Buddhists (29)",Unknown,"Dec 1, 1999",English,"BQ: Philosophy, Psychology, Religion: Buddhism","Buddhism, Theravada Buddhism -- Sacred texts",https://www.gutenberg.org/ebooks/2017
50603,Minute Mysteries [Detectograms] by H. A.  Ripley (29),"Ripley, H. A. (Harold Austin), 1896-","Dec 4, 2015",English,"GV: Geography, Anthropology, Recreation: Recreation, Leisure","Detective and mystery stories, Puzzles",https://www.gutenberg.org/ebooks/50603
37880,"Encyclopaedia Britannica, 11th Edition, ""Gloss"" to ""Gordon, Charles George"" by Various (29)",Various,"Oct 29, 2011",English,AE: General Works: Encyclopedias,Encyclopedias and dictionaries,https://www.gutenberg.org/ebooks/37880
72183,The Mongols : by Jeremiah Curtin (29),"Curtin, Jeremiah, 1835-1906","Nov 20, 2023",English,DS: History: General and Eastern Hemisphere: Asia,Mongols -- History,https://www.gutenberg.org/ebooks/72183
3007,"The Smoky God; Or, A Voyage to the Inner World by Willis George Emerson (29)","Emerson, Willis George, 1856-1918","Jan 1, 2002",English,PS: Language and Literatures: American and Canadian literature,"Voyages, Imaginary",https://www.gutenberg.org/ebooks/3007
